id	item_group_id	title	price	sale_price	image_link	link	availability	product_type	additional_image_link_1	additional_image_link_2	additional_image_link_3	inventory_count	product_sku	sales_count_conversions_10_days	additional_image_link_0	additional_image_link_4	sales_count_conversions_1_day	mpid	release_date	parent_sku
LG2046175-1383-39030	10939501	"High-Waisted Seamless Stripe Legging"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2046173-1383/LG2046173-1383-1_998x1498.jpg	"https://www.fabletics.com/products/10939501?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2046173-1383/LG2046173-1383-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2046173-1383/LG2046173-1383-4_998x1498.jpg	1263	LG2046175-1383	0			0	10939501	12/04/2020	LG2046175-1383
LG2252823-0669-17030	13450759	"Sync Seamless High-Waisted 7/8 Legging"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252823-0669/LG2252823-0669-1_998x1498.jpg	"https://www.fabletics.com/products/13450759?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252823-0669/LG2252823-0669-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2252823-0669/LG2252823-0669-4_998x1498.jpg	1257	LG2252823-0669	7			1	13450759	07/29/2022	LG2252823-0669
LG2044068-6170-17020	10545082	"PureLuxe Mid-Rise Ruched 7/8 Legging"	$79.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2044068-6170/LG2044068-6170-1_998x1498.jpg	"https://www.fabletics.com/products/10545082?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2044068-6170/LG2044068-6170-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2044068-6170/LG2044068-6170-4_998x1498.jpg	1254	LG2044068-6170	0			0	10545082	08/31/2020	LG2044068-6170
LG1937948-5696-39070	14038645	"On-The-Go PowerHold® High-Waisted Legging"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG1937944-5696/LG1937944-5696-1_998x1498.jpg	"https://www.fabletics.com/products/14038645?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG1937944-5696/LG1937944-5696-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG1937944-5696/LG1937944-5696-4_998x1498.jpg	1239	LG1937948-5696	23		https://fabletics-us-cdn.justfab.com/media/images/products/LG1937944-5696/LG1937944-5696-5_998x1498.jpg	20	14038645	12/12/2022	LG1937948-5696
LG2354602-3570-17070	14278384	"Oasis PureLuxe High-Waisted 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2354602-3570/LG2354602-3570-1_998x1498.jpg	"https://www.fabletics.com/products/14278384?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2354602-3570/LG2354602-3570-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2354602-3570/LG2354602-3570-4_998x1498.jpg	1239	LG2354602-3570	61			11	14278384	04/27/2023	LG2354602-3570
LG2147610-1790-17070	12418396	"Oasis PureLuxe High-Waisted Shine 7/8 Legging"	$84.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2147610-1790/LG2147610-1790-1_998x1498.jpg	"https://www.fabletics.com/products/12418396?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2147610-1790/LG2147610-1790-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2147610-1790/LG2147610-1790-4_998x1498.jpg	1229	LG2147610-1790	13			3	12418396	02/28/2022	LG2147610-1790
LG2040747-7212-17030	9658534	"High-Waisted Seamless Colorblock Legging"	$65.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2040747-7212/LG2040747-7212-1_998x1498.jpg	"https://www.fabletics.com/products/9658534?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"	https://d28m5bx785ox17.cloudfront.net/v1/img/CX1riQ1gxco25W9L8w94zjhHATh0mUub54oyfn6nfhI=?.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2040747-7212/LG2040747-7212-3_998x1498.jpg		1208	LG2040747-7212	0			0	9658534	01/01/2017	LG2040747-7212
LG2146272-2978-17020	11107600	"PureLuxe Ultra High-Waisted 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2146272-2978/LG2146272-2978-1_998x1498.jpg	"https://www.fabletics.com/products/11107600?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2146272-2978/LG2146272-2978-3_998x1498.jpg		1189	LG2146272-2978	0			0	11107600	12/29/2020	LG2146272-2978
LG2254240-5390-39010	13690687	"Define PowerHold® High-Waisted 7/8 Legging"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2254238-5390/LG2254238-5390-1_998x1498.jpg	"https://www.fabletics.com/products/13690687?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2254238-5390/LG2254238-5390-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2254238-5390/LG2254238-5390-4_998x1498.jpg	1185	LG2254240-5390	1		https://fabletics-us-cdn.justfab.com/media/images/products/LG2254238-5390/LG2254238-5390-5_998x1498.jpg	0	13690687	09/30/2022	LG2254240-5390
LG2150116-0205-17030	12418252	"RestoreKnit Ultra High-Waisted 7/8 Legging"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2150116-0205/LG2150116-0205-1_998x1498.jpg	"https://www.fabletics.com/products/12418252?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2150116-0205/LG2150116-0205-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2150116-0205/LG2150116-0205-4_998x1498.jpg	1167	LG2150116-0205	5		https://fabletics-us-cdn.justfab.com/media/images/products/LG2150116-0205/LG2150116-0205-5_998x1498.jpg	2	12418252	11/30/2021	LG2150116-0205
PT1617847-6475-39070	14737663	"Define PowerHold® High-Waisted Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT1617843-6475/PT1617843-6475-1_998x1498.jpg	"https://www.fabletics.com/products/14737663?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/PT1617843-6475/PT1617843-6475-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/PT1617843-6475/PT1617843-6475-4_998x1498.jpg	1164	PT1617847-6475	488			78	14737663	07/28/2023	PT1617847-6475
LG2251377-5574-17030	13963261	"Define PowerHold® Ultra HW 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2251377-5574/LG2251377-5574-1_998x1498.jpg	"https://www.fabletics.com/products/13963261?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2251377-5574/LG2251377-5574-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2251377-5574/LG2251377-5574-4_998x1498.jpg	1155	LG2251377-5574	6		https://fabletics-us-cdn.justfab.com/media/images/products/LG2251377-5574/LG2251377-5574-5_998x1498.jpg	0	13963261	02/01/2023	LG2251377-5574
LG2355589-6886-39070	14461939	"Oasis PureLuxe High-Waisted Legging"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2354663-6886/LG2354663-6886-1_998x1498.jpg	"https://www.fabletics.com/products/14461939?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2354663-6886/LG2354663-6886-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2354663-6886/LG2354663-6886-4_998x1498.jpg	1116	LG2355589-6886	59			8	14461939	04/27/2023	LG2355589-6886
LG2251665-10710-50730	12650911	"Mesh Me Smoothing High Waist Legging"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2251665-10710/yitty_LG2251665-10710-1_998x1498.jpg	"https://yitty.fabletics.com/products/12650911?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2251665-10710/yitty_LG2251665-10710-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2251665-10710/yitty_LG2251665-10710-4_998x1498.jpg	1107	LG2251665-10710	0			0	12650911	04/09/2022	LG2251665-10710
LG2045686-5134-17020	10845760	"High-Waisted Motion365® Paneled Legging"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2045686-5134/LG2045686-5134-1_998x1498.jpg	"https://www.fabletics.com/products/10845760?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2045686-5134/LG2045686-5134-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2045686-5134/LG2045686-5134-4_998x1498.jpg	1106	LG2045686-5134	0			0	10845760	10/29/2020	LG2045686-5134
PT2254061-5317-39020	13865974	"RestoreKnit Tapered Pant"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT2149967-5317/PT2149967-5317-1_998x1498.jpg	"https://www.fabletics.com/products/13865974?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/PT2149967-5317/PT2149967-5317-3_998x1498.jpg		1104	PT2254061-5317	0			0	13865974	10/17/2022	PT2254061-5317
LG2252153-5977-50760	14425540	"Headliner Shaping High Waist Legging"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252153-5977/yitty_LG2252153-5977-1_998x1498.jpg	"https://yitty.fabletics.com/products/14425540?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252153-5977/yitty_LG2252153-5977-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2252153-5977/yitty_LG2252153-5977-4_998x1498.jpg	1103	LG2252153-5977	2		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252153-5977/yitty_LG2252153-5977-5_998x1498.jpg	1	14425540	02/22/2023	LG2252153-5977
PT1939722-9671-17010	10454584	"Zone High-Waisted 7/8"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT1939722-9671/PT1939722-9671-1_998x1498.jpg	"https://www.fabletics.com/products/10454584?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/PT1939722-9671/PT1939722-9671-3_998x1498.jpg		1101	PT1939722-9671	1			1	10454584	09/01/2021	PT1939722-9671
LG2040382-1404-17070	13392490	"Define PowerHold® High-Waisted 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2040382-1404/LG2040382-1404-1_998x1498.jpg	"https://www.fabletics.com/products/13392490?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"				1095	LG2040382-1404	8			1	13392490	06/30/2022	LG2040382-1404
LG2044645-0001-17020	10450327	"High-Waisted Ultra Luxe Ruffle Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2044645-0001/LG2044645-0001-1_998x1498.jpg	"https://www.fabletics.com/products/10450327?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2044645-0001/LG2044645-0001-3_998x1498.jpg		1072	LG2044645-0001	0			0	10450327	07/31/2020	LG2044645-0001
CS2045317-9673-17020	10851250	"High-Waisted Seamless Lace Capri"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/CS2045317-9673/CS2045317-9673-1_998x1498.jpg	"https://www.fabletics.com/products/10851250?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Capris"		https://fabletics-us-cdn.justfab.com/media/images/products/CS2045317-9673/CS2045317-9673-3_998x1498.jpg		1051	CS2045317-9673	0			0	10851250	01/01/2017	CS2045317-9673
LG1932430-0001-17030	7726027	"On-The-Go PowerHold® High-Waisted Legging"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG1932430-0001/LG1932430-0001-1_998x1498.jpg	"https://www.fabletics.com/products/7726027?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"	https://d28m5bx785ox17.cloudfront.net/v1/img/139mTKbjF5o9S91roUooYTVwrMYphzmyft_QtUmTfgk=?.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG1932430-0001/LG1932430-0001-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG1932430-0001/LG1932430-0001-4_998x1498.jpg	1049	LG1932430-0001	18		https://fabletics-us-cdn.justfab.com/media/images/products/LG1932430-0001/LG1932430-0001-5_998x1498.jpg	4	7726027	04/29/2022	LG1932430-0001
LG1935348-4846-17070	13586674	"Oasis PureLuxe High-Waisted 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG1935348-4846/LG1935348-4846-1_998x1498.jpg	"https://www.fabletics.com/products/13586674?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG1935348-4846/LG1935348-4846-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG1935348-4846/LG1935348-4846-4_998x1498.jpg	1046	LG1935348-4846	267			63	13586674	08/15/2023	LG1935348-4846
LG1828243-2975-17030	13393318	"Define PowerHold® High-Waisted 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG1828243-2975/LG1828243-2975-1_998x1498.jpg	"https://www.fabletics.com/products/13393318?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG1828243-2975/LG1828243-2975-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG1828243-2975/LG1828243-2975-4_998x1498.jpg	1027	LG1828243-2975	12			2	13393318	06/30/2022	LG1828243-2975
LG2356320-7979-17070	15199940	"Anywhere Motion365+ High-Waisted Utility Legging"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2356320-7979/LG2356320-7979-1_998x1498.jpg	"https://www.fabletics.com/products/15199940?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2356320-7979/LG2356320-7979-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2356320-7979/LG2356320-7979-4_998x1498.jpg	1026	LG2356320-7979	148		https://fabletics-us-cdn.justfab.com/media/images/products/LG2356320-7979/LG2356320-7979-5_998x1498.jpg	17	15199940	07/20/2023	LG2356320-7979
LG1932941-1369-17010	11190985	"Trinity Motion365® High-Waisted Legging"	$79.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG1932941-1369/LG1932941-1369-1_998x1498.jpg	"https://www.fabletics.com/products/11190985?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG1932941-1369/LG1932941-1369-3_998x1498.jpg		1010	LG1932941-1369	0			0	11190985	02/09/2021	LG1932941-1369
LG2356303-7700-17070	15200600	"Motion365+ High-Waisted Shine Legging"	$84.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2356303-7700/LG2356303-7700-1_998x1498.jpg	"https://www.fabletics.com/products/15200600?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2356303-7700/LG2356303-7700-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2356303-7700/LG2356303-7700-4_998x1498.jpg	997	LG2356303-7700	72		https://fabletics-us-cdn.justfab.com/media/images/products/LG2356303-7700/LG2356303-7700-5_998x1498.jpg	11	15200600	07/20/2023	LG2356303-7700
LG2253921-6290-17020	13704133	"Boost PowerHold® High-Waisted 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253921-6290/LG2253921-6290-1_998x1498.jpg	"https://www.fabletics.com/products/13704133?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253921-6290/LG2253921-6290-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2253921-6290/LG2253921-6290-4_998x1498.jpg	986	LG2253921-6290	5		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253921-6290/LG2253921-6290-5_998x1498.jpg	3	13704133	02/01/2023	LG2253921-6290
CS1719629-6614-17070	14630371	"Define PowerHold® High-Waisted 7/8 Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/CS1719629-6614/CS1719629-6614-1_998x1498.jpg	"https://www.fabletics.com/products/14630371?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"		https://fabletics-us-cdn.justfab.com/media/images/products/CS1719629-6614/CS1719629-6614-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/CS1719629-6614/CS1719629-6614-4_998x1498.jpg	974	CS1719629-6614	136		https://fabletics-us-cdn.justfab.com/media/images/products/CS1719629-6614/CS1719629-6614-5_998x1498.jpg	19	14630371	05/31/2023	CS1719629-6614
LG2354450-6566-17030	14419396	"Anywhere Motion365+ High-Waisted Legging"	$84.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2354450-6566/LG2354450-6566-1_998x1498.jpg	"https://www.fabletics.com/products/14419396?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/LG2354450-6566/LG2354450-6566-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2354450-6566/LG2354450-6566-4_998x1498.jpg	956	LG2354450-6566	31		https://fabletics-us-cdn.justfab.com/media/images/products/LG2354450-6566/LG2354450-6566-5_998x1498.jpg	3	14419396	04/27/2023	LG2354450-6566
PT2253760-1404-39060	13690483	"Apres Ski Quilted Pant"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT2253673-1404/PT2253673-1404-1_998x1498.jpg	"https://www.fabletics.com/products/13690483?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Full Length"		https://fabletics-us-cdn.justfab.com/media/images/products/PT2253673-1404/PT2253673-1404-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/PT2253673-1404/PT2253673-1404-4_998x1498.jpg	946	PT2253760-1404	0		https://fabletics-us-cdn.justfab.com/media/images/products/PT2253673-1404/PT2253673-1404-5_998x1498.jpg	0	13690483	09/30/2022	PT2253760-1404
CS2253598-5317-17070	13789114	"On-The-Go PowerHold® High-Waisted Capri"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/CS2253598-5317/CS2253598-5317-1_998x1498.jpg	"https://www.fabletics.com/products/13789114?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Capris"		https://fabletics-us-cdn.justfab.com/media/images/products/CS2253598-5317/CS2253598-5317-3_998x1498.jpg		929	CS2253598-5317	0			0	13789114	10/17/2022	CS2253598-5317
